data;time;pressure1;pressure2;pressure3;pressure4;pressure5
09.01.2019;19:30:00;0.383;0.462;0.721;18.212;20.572
09.01.2019;20:00:00;0.484;0.492;0.711;17.531;20.836
09.01.2019;20:30:00;0.455;0.496;0.708;16.903;19.22
09.01.2019;21:00:00;0.3;0.489;0.714;17.426;19.648
09.01.2019;21:30:00;0.273;0.485;0.714;17.039;18.522
09.01.2019;22:00:00;0.35;0.497;0.724;15.538;15.862
09.01.2019;22:30:00;0.358;0.505;0.724;13.838;15.547
09.01.2019;23:00:00;0.228;0.514;0.759;13.073;14.738
09.01.2019;23:30:00;0.251;0.516;0.79;12.653;13.637
10.01.2019;00:00:00;0.191;0.513;0.793;11.681;12.009
10.01.2019;00:30:00;0.22;0.517;0.793;10.57;9.866
10.01.2019;01:00:00;0.158;0.512;0.795;9.527;9.039
10.01.2019;01:30:00;0.138;0.513;0.799;8.675;9.059
10.01.2019;02:00:00;0.19;0.513;0.803;7.353;7.824
10.01.2019;02:30:00;0.14;0.516;0.81;6.842;6.999
10.01.2019;03:00:00;0.262;0.518;0.796;6.126;6.951
10.01.2019;03:30:00;0.139;0.52;0.805;6.127;6.83
10.01.2019;04:00:00;0.171;0.529;0.788;4.748;6.394
10.01.2019;04:30:00;0.193;0.521;0.784;6.109;6.406
10.01.2019;05:00:00;0.216;0.521;0.784;5.09;6.094
10.01.2019;05:30:00;0.178;0.534;0.797;4.611;6.355
10.01.2019;06:00:00;0.14;0.527;0.788;4.888;6.345
10.01.2019;06:30:00;0.181;0.527;0.785;5.041;7.058
10.01.2019;07:00:00;0.224;0.528;0.79;5.491;7.024
10.01.2019;07:30:00;0.139;0.522;0.78;6.044;7.254
10.01.2019;08:00:00;0.307;0.515;0.774;8.252;7.486
10.01.2019;08:30:00;0.332;0.512;0.772;8.34;7.149
10.01.2019;09:00:00;0.2;0.26;0.774;9.684;6.945
10.01.2019;09:30:00;0.166;0.197;0.769;10.643;8.306
10.01.2019;10:00:00;0.308;0.183;0.77;10.34;11.813
10.01.2019;10:30:00;0.397;0.184;0.759;10.437;11.385
10.01.2019;11:00:00;0.473;0.182;0.709;11.529;10.229
10.01.2019;11:30:00;0.505;0.186;0.689;13.061;11.503
10.01.2019;12:00:00;0.472;0.191;0.689;11.87;11.942
10.01.2019;12:30:00;0.521;0.189;0.705;11.928;10.765
10.01.2019;13:00:00;0.605;0.188;0.724;11.985;11.49
10.01.2019;13:30:00;0.657;0.188;0.71;11.556;14.23
10.01.2019;14:00:00;0.636;0.186;0.707;12.688;13.314
10.01.2019;14:30:00;0.361;0.182;0.71;12.023;12.097
10.01.2019;15:00:00;0.412;0.186;0.708;12.643;13.297
10.01.2019;15:30:00;0.674;0.185;0.699;11.477;12.752
10.01.2019;16:00:00;0.338;0.248;0.689;12.007;14.016
10.01.2019;16:30:00;0.329;0.347;0.691;13.251;15.62
10.01.2019;17:00:00;0.486;0.374;0.691;14.076;16.913
10.01.2019;17:30:00;0.266;0.391;0.683;15.504;16.593
10.01.2019;18:00:00;0.49;0.368;0.677;14.375;19.715
10.01.2019;18:30:00;0.661;0.398;0.681;14.604;19.75
10.01.2019;19:00:00;0.575;0.404;0.683;14.655;19.792
10.01.2019;19:30:00;0.475;0.407;0.691;15.951;17.775
10.01.2019;20:00:00;0.332;0.402;0.684;16.194;18.538
10.01.2019;20:30:00;0.213;0.402;0.682;15.074;18.155
10.01.2019;21:00:00;0.31;0.433;0.682;16.005;16.703
10.01.2019;21:30:00;0.415;0.488;0.693;14.622;15.578
10.01.2019;22:00:00;0.294;0.496;0.699;13.872;15.186
10.01.2019;22:30:00;0.366;0.497;0.693;15.083;16.162
10.01.2019;23:00:00;0.262;0.51;0.685;13.878;15.234
10.01.2019;23:30:00;0.3;0.514;0.682;13.467;13.545
11.01.2019;00:00:00;0.196;0.512;0.696;12.776;11.577
11.01.2019;00:30:00;0.244;0.509;0.7;12.611;10.029
11.01.2019;01:00:00;0.147;0.51;0.701;11.124;10.169
11.01.2019;01:30:00;0.2;0.517;0.708;10.568;8.823
11.01.2019;02:00:00;0.176;0.527;0.71;9.134;8.275
11.01.2019;02:30:00;0.141;0.527;0.711;8.304;7.779
11.01.2019;03:00:00;0.235;0.525;0.713;7.458;6.795
11.01.2019;03:30:00;0.175;0.524;0.715;7.166;6.559
11.01.2019;04:00:00;0.194;0.525;0.715;6.82;6.364
11.01.2019;04:30:00;0.178;0.526;0.713;7.338;6.007
11.01.2019;05:00:00;0.157;0.523;0.714;6.965;6.236
11.01.2019;05:30:00;0.226;0.525;0.716;6.938;6.031
11.01.2019;06:00:00;0.19;0.526;0.715;7.322;6.078
11.01.2019;06:30:00;0.216;0.52;0.708;7.478;6.431
11.01.2019;07:00:00;0.183;0.525;0.711;6.801;6.092
11.01.2019;07:30:00;0.194;0.522;0.713;6.811;5.963
11.01.2019;08:00:00;0.167;0.517;0.71;7.311;6.231
11.01.2019;08:30:00;0.204;0.514;0.699;8.504;7.7
11.01.2019;09:00:00;0.34;0.51;0.693;8.347;7.647
11.01.2019;09:30:00;0.184;0.511;0.693;8.708;7.869
11.01.2019;10:00:00;0.236;0.369;0.683;9.603;8.802
11.01.2019;10:30:00;0.359;0.201;0.689;9.296;8.632
11.01.2019;11:00:00;0.399;0.22;0.707;10.005;8.338
11.01.2019;11:30:00;0.424;0.221;0.692;11.418;7.169
11.01.2019;12:00:00;0.404;0.219;0.711;11.914;8.204
11.01.2019;12:30:00;0.213;0.227;0.688;10.004;8.424
11.01.2019;13:00:00;0.44;0.225;0.688;11.139;8.792
11.01.2019;13:30:00;0.502;0.189;0.687;11.709;10.527
11.01.2019;14:00:00;0.434;0.188;0.689;11.324;9.699
11.01.2019;14:30:00;0.622;0.18;0.692;11.384;10.1
11.01.2019;15:00:00;0.48;0.18;0.693;13.14;10.636
11.01.2019;15:30:00;0.462;0.187;0.698;13.347;11.082
11.01.2019;16:00:00;0.366;0.274;0.693;13.62;11.32
11.01.2019;16:30:00;0.545;0.406;0.683;14.003;11.445
11.01.2019;17:00:00;0.38;0.394;0.693;15.011;13.781
11.01.2019;17:30:00;0.562;0.394;0.687;15.787;15.781
11.01.2019;18:00:00;0.478;0.394;0.694;15.307;15.344
11.01.2019;18:30:00;0.526;0.455;0.705;16.048;14.611
11.01.2019;19:00:00;0.426;0.49;0.688;16.327;13.211
11.01.2019;19:30:00;0.524;0.489;0.697;16.634;14.625
11.01.2019;20:00:00;0.492;0.49;0.739;17.632;14.063
11.01.2019;20:30:00;0.325;0.484;0.745;17.967;15.137
11.01.2019;21:00:00;0.248;0.484;0.739;17.982;14.025
11.01.2019;21:30:00;0.265;0.49;0.73;15.035;14.149
11.01.2019;22:00:00;0.279;0.51;0.734;14.646;12.81
11.01.2019;22:30:00;0.256;0.498;0.741;12.808;13.159
11.01.2019;23:00:00;0.241;0.503;0.746;13.343;14.041
11.01.2019;23:30:00;0.196;0.504;0.745;12.967;13.84
12.01.2019;00:00:00;0.256;0.506;0.743;11.4;13.349
12.01.2019;00:30:00;0.17;0.512;0.758;9.991;11.82
12.01.2019;01:00:00;0.173;0.507;0.761;9.78;8.936
12.01.2019;01:30:00;0.14;0.515;0.77;8.325;7.896
12.01.2019;02:00:00;0.141;0.519;0.78;7.808;6.898
12.01.2019;02:30:00;0.142;0.519;0.785;7.354;5.901
12.01.2019;03:00:00;0.143;0.517;0.788;6.975;5.317
12.01.2019;03:30:00;0.143;0.513;0.787;6.321;5.224
12.01.2019;04:00:00;0.197;0.506;0.779;6.658;4.539
12.01.2019;04:30:00;0.142;0.507;0.774;6.222;4.99
12.01.2019;05:00:00;0.139;0.512;0.769;6.545;5.259
12.01.2019;05:30:00;0.206;0.507;0.769;7.471;5.257
12.01.2019;06:00:00;0.277;0.507;0.759;8.636;5.722
12.01.2019;06:30:00;0.446;0.507;0.743;9.272;7.092
12.01.2019;07:00:00;0.43;0.519;0.748;7.964;7.417
12.01.2019;07:30:00;0.444;0.432;0.759;7.622;7.955
12.01.2019;08:00:00;0.491;0.406;0.748;7.995;7.212
12.01.2019;08:30:00;0.443;0.41;0.71;7.356;7.967
12.01.2019;09:00:00;0.283;0.411;0.706;8.191;7.822
12.01.2019;09:30:00;0.409;0.358;0.71;8.019;7.883
12.01.2019;10:00:00;0.294;0.338;0.71;8.586;8.264
12.01.2019;10:30:00;0.322;0.186;0.715;8.365;7.73
12.01.2019;11:00:00;0.416;0.189;0.733;8.596;7.926
12.01.2019;11:30:00;0.507;0.195;0.723;8.892;7.478
12.01.2019;12:00:00;0.423;0.195;0.719;9.505;6.892
12.01.2019;12:30:00;0.385;0.191;0.726;9.46;7.882
12.01.2019;13:00:00;0.457;0.195;0.732;9.697;7.275
12.01.2019;13:30:00;0.474;0.195;0.718;9.28;6.567
12.01.2019;14:00:00;0.405;0.194;0.72;8.459;7.157
12.01.2019;14:30:00;0.594;0.188;0.723;8.705;7.181
12.01.2019;15:00:00;0.208;0.231;0.723;10.339;6.656
12.01.2019;15:30:00;0.396;0.382;0.723;8.586;7.238
12.01.2019;16:00:00;0.48;0.365;0.719;9.331;9.133
12.01.2019;16:30:00;0.489;0.358;0.722;12.101;11.872
12.01.2019;17:00:00;0.341;0.489;0.733;11.453;12.466
12.01.2019;17:30:00;0.323;0.507;0.721;13.135;11.811
12.01.2019;18:00:00;0.614;0.503;0.711;16.186;12.134
12.01.2019;18:30:00;0.498;0.506;0.717;16.145;14.19
12.01.2019;19:00:00;0.549;0.509;0.717;15.138;14.631
12.01.2019;19:30:00;0.574;0.505;0.717;16.37;14.601
12.01.2019;20:00:00;0.552;0.5;0.749;15.852;15.217
12.01.2019;20:30:00;0.437;0.51;0.772;15.877;15.139
12.01.2019;21:00:00;0.384;0.505;0.775;15.588;15.972
12.01.2019;21:30:00;0.376;0.507;0.781;17.049;16.652
12.01.2019;22:00:00;0.324;0.503;0.78;15.216;15.712
12.01.2019;22:30:00;0.221;0.516;0.785;13.348;15.254
12.01.2019;23:00:00;0.159;0.51;0.79;14.245;14.13
12.01.2019;23:30:00;0.17;0.499;0.786;12.31;12.341
13.01.2019;00:00:00;0.281;0.506;0.782;10.952;8.745
13.01.2019;00:30:00;0.178;0.514;0.796;9.623;7.899
13.01.2019;01:00:00;0.193;0.528;0.805;6.541;6.89
13.01.2019;01:30:00;0.183;0.528;0.794;6.574;6.938
13.01.2019;02:00:00;0.162;0.525;0.798;5.555;5.653
13.01.2019;02:30:00;0.225;0.53;0.802;5.092;5.007
13.01.2019;03:00:00;0.198;0.526;0.797;5.562;5.192
13.01.2019;03:30:00;0.163;0.523;0.8;5.585;4.723
13.01.2019;04:00:00;0.163;0.525;0.797;5.769;4.72
13.01.2019;04:30:00;0.162;0.52;0.794;5.71;5.266
13.01.2019;05:00:00;0.186;0.516;0.792;5.514;5.286
13.01.2019;05:30:00;0.227;0.512;0.791;6.398;5.414
13.01.2019;06:00:00;0.26;0.505;0.782;7.48;5.775
13.01.2019;06:30:00;0.496;0.507;0.771;8.891;6.967
13.01.2019;07:00:00;0.519;0.502;0.742;7.78;8.756
13.01.2019;07:30:00;0.723;0.493;0.704;8.425;7.617
13.01.2019;08:00:00;0.503;0.5;0.709;8.736;6.504
13.01.2019;08:30:00;0.35;0.49;0.703;8.184;6.691
13.01.2019;09:00:00;0.278;0.433;0.708;8.227;6.866
13.01.2019;09:30:00;0.305;0.359;0.712;9.053;7.191
13.01.2019;10:00:00;0.381;0.286;0.719;10.159;8.936
13.01.2019;10:30:00;0.292;0.188;0.737;8.365;8.122
13.01.2019;11:00:00;0.415;0.186;0.713;8.172;8.258
13.01.2019;11:30:00;0.357;0.19;0.719;9.303;8.036
13.01.2019;12:00:00;0.374;0.189;0.717;8.467;8.893
13.01.2019;12:30:00;0.444;0.192;0.715;7.584;7.917
13.01.2019;13:00:00;0.308;0.205;0.714;7.227;7.855
13.01.2019;13:30:00;0.534;0.211;0.72;7.366;7.515
13.01.2019;14:00:00;0.297;0.202;0.721;7.414;8.442
13.01.2019;14:30:00;0.643;0.259;0.723;8.018;8.206
13.01.2019;15:00:00;0.42;0.401;0.744;8.783;9.376
13.01.2019;15:30:00;0.546;0.466;0.736;9.175;10.23
13.01.2019;16:00:00;0.538;0.53;0.718;10.017;10.422
13.01.2019;16:30:00;0.319;0.523;0.715;10.263;11.136
13.01.2019;17:00:00;0.36;0.52;0.698;11.942;10.961
13.01.2019;17:30:00;0.26;0.511;0.701;12.828;10.428
13.01.2019;18:00:00;0.462;0.508;0.711;12.744;12.22
13.01.2019;18:30:00;0.49;0.506;0.712;13.658;14.285
13.01.2019;19:00:00;0.445;0.506;0.716;13.957;16.567
13.01.2019;19:30:00;0.322;0.497;0.711;14.374;16.827
13.01.2019;20:00:00;0.419;0.504;0.711;16.279;17.107
13.01.2019;20:30:00;0.37;0.518;0.716;16.108;16.983
13.01.2019;21:00:00;0.25;0.52;0.712;14.856;15.622
13.01.2019;21:30:00;0.176;0.542;0.711;15.713;15.976
13.01.2019;22:00:00;0.205;0.511;0.713;13.676;16.371
13.01.2019;22:30:00;0.19;0.516;0.71;13.042;15.138
13.01.2019;23:00:00;0.169;0.539;0.72;12.65;13.742
13.01.2019;23:30:00;0.16;0.529;0.723;11.715;11.225
14.01.2019;00:00:00;0.161;0.525;0.72;9.82;9.262
14.01.2019;00:30:00;0.162;0.532;0.723;8.51;8.071
14.01.2019;01:00:00;0.163;0.531;0.721;7.771;6.911
14.01.2019;01:30:00;0.163;0.532;0.726;6.264;6.455
14.01.2019;02:00:00;0.187;0.533;0.726;5.223;5.99
14.01.2019;02:30:00;0.164;0.531;0.729;4.4;5.633
14.01.2019;03:00:00;0.162;0.529;0.726;4.447;5.069
14.01.2019;03:30:00;0.161;0.531;0.724;4.685;4.495
14.01.2019;04:00:00;0.218;0.533;0.723;4.407;4.762
14.01.2019;04:30:00;0.163;0.531;0.724;5.257;4.497
14.01.2019;05:00:00;0.161;0.53;0.721;5.71;4.997
14.01.2019;05:30:00;0.16;0.519;0.717;5.858;5.549
14.01.2019;06:00:00;0.208;0.521;0.716;6.325;5.658
14.01.2019;06:30:00;0.33;0.519;0.711;7.553;6.065
14.01.2019;07:00:00;0.275;0.515;0.705;7.698;7.744
14.01.2019;07:30:00;0.546;0.506;0.697;6.303;7.909
14.01.2019;08:00:00;0.615;0.521;0.698;7.548;7.301
14.01.2019;08:30:00;0.584;0.514;0.716;7.715;6.486
14.01.2019;09:00:00;0.426;0.515;0.726;7.828;5.734
14.01.2019;09:30:00;0.288;0.522;0.719;6.687;6.992
14.01.2019;10:00:00;0.215;0.385;0.737;8.071;7.599
14.01.2019;10:30:00;0.286;0.345;0.716;8.443;8.674
14.01.2019;11:00:00;0.398;0.257;0.704;7.878;7.374
14.01.2019;11:30:00;0.445;0.204;0.719;8.017;7.145
14.01.2019;12:00:00;0.599;0.211;0.675;8.034;6.512
14.01.2019;12:30:00;0.394;0.198;0.636;8.849;7.377
14.01.2019;13:00:00;0.324;0.192;0.616;8.979;7.821
14.01.2019;13:30:00;0.376;0.218;0.621;7.758;8.042
14.01.2019;14:00:00;0.508;0.371;0.636;7.26;6.985
14.01.2019;14:30:00;0.514;0.426;0.635;7.841;7.154
14.01.2019;15:00:00;0.208;0.361;0.639;8.953;7.204
14.01.2019;15:30:00;0.539;0.362;0.642;8.153;7.271
14.01.2019;16:00:00;0.422;0.413;0.642;8.313;7.743
14.01.2019;16:30:00;0.372;0.546;0.634;9.172;8.439
14.01.2019;17:00:00;0.744;0.539;0.641;10.582;9.328
14.01.2019;17:30:00;0.702;0.547;0.628;11.168;10.728
14.01.2019;18:00:00;0.636;0.641;0.75;12.493;10.298
14.01.2019;18:30:00;0.755;0.642;0.756;12.953;12.35
14.01.2019;19:00:00;0.479;0.634;0.758;13.634;12.401
14.01.2019;19:30:00;0.559;0.652;0.767;14.226;12.601
14.01.2019;20:00:00;0.462;0.664;0.769;14.159;13.954
14.01.2019;20:30:00;0.54;0.638;0.752;15.287;15.822
14.01.2019;21:00:00;0.309;0.639;0.766;15.425;13.79
14.01.2019;21:30:00;0.325;0.645;0.773;14.145;13.572
14.01.2019;22:00:00;0.345;0.655;0.765;13.738;13.623
14.01.2019;22:30:00;0.298;0.648;0.761;14.54;12.699
14.01.2019;23:00:00;0.268;0.652;0.763;14.418;11.628
14.01.2019;23:30:00;0.243;0.643;0.767;11.797;10.562
15.01.2019;00:00:00;0.224;0.65;0.777;9.805;9.488
15.01.2019;00:30:00;0.227;0.659;0.774;7.508;7.286
15.01.2019;01:00:00;0.161;0.658;0.786;6.757;7.67
15.01.2019;01:30:00;0.185;0.659;0.788;6.571;6.225
15.01.2019;02:00:00;0.206;0.655;0.794;5.073;5.399
15.01.2019;02:30:00;0.195;0.658;0.796;5.15;5.305
15.01.2019;03:00:00;0.19;0.653;0.791;4.752;5.114
15.01.2019;03:30:00;0.162;0.652;0.788;4.394;4.338
15.01.2019;04:00:00;0.161;0.643;0.784;4.487;4.327
15.01.2019;04:30:00;0.16;0.64;0.78;4.705;5.327
15.01.2019;05:00:00;0.198;0.64;0.783;4.786;5.155
15.01.2019;05:30:00;0.172;0.641;0.782;5.637;5.275
15.01.2019;06:00:00;0.254;0.642;0.746;6.514;6.111
15.01.2019;06:30:00;0.407;0.655;0.751;8.237;6.971
15.01.2019;07:00:00;0.46;0.571;0.643;7.839;7.016
15.01.2019;07:30:00;0.473;0.553;0.628;7.032;6.996
15.01.2019;08:00:00;0.477;0.543;0.616;8.123;6.979
15.01.2019;08:30:00;0.412;0.546;0.619;6.808;7.153
15.01.2019;09:00:00;0.257;0.558;0.622;7.342;6.699
15.01.2019;09:30:00;0.259;0.505;0.622;7.972;6.411
15.01.2019;10:00:00;0.272;0.351;0.624;9.369;7.33
15.01.2019;10:30:00;0.317;0.352;0.626;8.486;6.658
15.01.2019;11:00:00;0.436;0.34;0.629;7.33;6.993
15.01.2019;11:30:00;0.318;0.196;0.63;7.804;7.574
15.01.2019;12:00:00;0.662;0.189;0.639;9.632;7.097
15.01.2019;12:30:00;0.505;0.191;0.661;8.676;6.918
15.01.2019;13:00:00;0.402;0.208;0.658;8.679;7.793
15.01.2019;13:30:00;0.398;0.216;0.661;7.67;7.333
15.01.2019;14:00:00;0.493;0.208;0.659;8.43;6.726
15.01.2019;14:30:00;0.605;0.194;0.659;7.518;6.915
15.01.2019;15:00:00;0.336;0.194;0.661;7.568;7.207
15.01.2019;15:30:00;0.669;0.193;0.661;8.291;8.954
15.01.2019;16:00:00;0.596;0.338;0.666;10.377;9.305
15.01.2019;16:30:00;0.506;0.537;0.659;10.51;9.429
15.01.2019;17:00:00;0.545;0.554;0.646;11.66;9.336
15.01.2019;17:30:00;0.715;0.629;0.648;12.473;10.497
15.01.2019;18:00:00;0.71;0.63;0.697;14.82;11.706
15.01.2019;18:30:00;0.746;0.628;0.699;15.711;12.644
15.01.2019;19:00:00;0.339;0.619;0.745;16.023;14.063
15.01.2019;19:30:00;0.482;0.624;0.721;15.405;13.842
15.01.2019;20:00:00;0.68;0.631;0.705;15.683;13.587
15.01.2019;20:30:00;0.535;0.644;0.703;15.871;13.474
15.01.2019;21:00:00;0.36;0.635;0.713;15.88;14.229
15.01.2019;21:30:00;0.261;0.634;0.716;14.432;14.451
15.01.2019;22:00:00;0.599;0.628;0.711;13.735;12.498
15.01.2019;22:30:00;0.242;0.629;0.696;11.963;11.572
15.01.2019;23:00:00;0.248;0.627;0.699;11.011;10.839
15.01.2019;23:30:00;0.24;0.629;0.696;10.636;9.482
16.01.2019;00:00:00;0.191;0.649;0.704;9.768;8.508
16.01.2019;00:30:00;0.207;0.66;0.71;8.346;6.799
16.01.2019;01:00:00;0.16;0.656;0.713;7.703;6.023
16.01.2019;01:30:00;0.205;0.656;0.713;6.678;6.256
16.01.2019;02:00:00;0.161;0.661;0.713;6.204;5.204
16.01.2019;02:30:00;0.162;0.658;0.716;4.732;4.609
16.01.2019;03:00:00;0.161;0.655;0.717;4.429;4.286
16.01.2019;03:30:00;0.162;0.655;0.719;4.026;4.602
16.01.2019;04:00:00;0.163;0.657;0.724;4.091;4.233
16.01.2019;04:30:00;0.163;0.661;0.719;4.338;4.259
16.01.2019;05:00:00;0.222;0.652;0.717;4.232;4.179
16.01.2019;05:30:00;0.198;0.65;0.716;5.013;3.899
16.01.2019;06:00:00;0.197;0.64;0.711;6;5.034
16.01.2019;06:30:00;0.374;0.637;0.704;8.701;6.16
16.01.2019;07:00:00;0.512;0.64;0.695;7.737;6.342
16.01.2019;07:30:00;0.366;0.564;0.691;7.772;6.508
16.01.2019;08:00:00;0.521;0.633;0.692;8.683;6.127
16.01.2019;08:30:00;0.642;0.464;0.697;7.785;5.785
16.01.2019;09:00:00;0.423;0.348;0.71;8.007;6.529
16.01.2019;09:30:00;0.317;0.124;0.68;7.709;7.907
16.01.2019;10:00:00;0.385;0;0.635;7.515;7.859
16.01.2019;10:30:00;0.308;0;0.641;6.923;7.469
16.01.2019;11:00:00;0.287;0;0.633;7.428;7.683
16.01.2019;11:30:00;0.542;0;0.636;8.08;6.912
16.01.2019;12:00:00;0.346;0;0.633;7.031;6.401
16.01.2019;12:30:00;0.323;0;0.606;7.861;6.396
16.01.2019;13:00:00;0.408;0.011;0.625;7.677;6.281
16.01.2019;13:30:00;0.42;0.178;0.633;8.848;6.66
16.01.2019;14:00:00;0.391;0;0.612;8.567;7.313
16.01.2019;14:30:00;0.481;0;0.617;8.184;6.962
16.01.2019;15:00:00;0.264;0.066;0.611;9.171;8.182
16.01.2019;15:30:00;0.407;0.217;0.635;9.569;9.47
16.01.2019;16:00:00;0.524;0.349;0.658;10.862;8.957
16.01.2019;16:30:00;0.426;0.345;0.624;10.716;9.517
16.01.2019;17:00:00;0.447;0.347;0.665;10.567;10.225
16.01.2019;17:30:00;0.685;0.344;0.766;12.311;9.393
16.01.2019;18:00:00;0.478;0.341;0.783;12.701;10.896
16.01.2019;18:30:00;0.488;0.345;0.786;13.401;11.551
16.01.2019;19:00:00;0.573;0.346;0.788;12.402;12.806
16.01.2019;19:30:00;0.463;0.343;0.783;13.183;12.828
16.01.2019;20:00:00;0.624;0.343;0.762;14.742;12.664
16.01.2019;20:30:00;0.456;0.341;0.742;14.608;15.033
16.01.2019;21:00:00;0.595;0.346;0.752;15.306;13.299
16.01.2019;21:30:00;0.313;0.347;0.766;15.03;13.37
16.01.2019;22:00:00;0.342;0.349;0.778;14.134;12.785
16.01.2019;22:30:00;0.284;0.348;0.773;12.298;12.698
16.01.2019;23:00:00;0.31;0.349;0.773;12.837;11.5
16.01.2019;23:30:00;0.298;0.357;0.785;10.474;11.275
17.01.2019;00:00:00;0.236;0.349;0.76;9.035;9.624
17.01.2019;00:30:00;0.161;0.351;0.766;8.185;7.849
17.01.2019;01:00:00;0.162;0.354;0.782;6.621;7.277
17.01.2019;01:30:00;0.261;0.356;0.788;6.412;6.54
17.01.2019;02:00:00;0.224;0.356;0.792;5.698;6.036
17.01.2019;02:30:00;0.164;0.356;0.794;4.648;5.724
17.01.2019;03:00:00;0.164;0.356;0.793;4.811;5.673
17.01.2019;03:30:00;0.164;0.351;0.792;4.857;5.009
17.01.2019;04:00:00;0.164;0.352;0.793;5.086;4.891
17.01.2019;04:30:00;0.164;0.354;0.798;4.964;4.452
17.01.2019;05:00:00;0.166;0.354;0.797;4.892;4.335
17.01.2019;05:30:00;0.208;0.354;0.793;4.793;4.351
17.01.2019;06:00:00;0.206;0.355;0.794;5.316;4.697
17.01.2019;06:30:00;0.242;0.352;0.791;5.749;4.601
17.01.2019;07:00:00;0.229;0.353;0.794;5.67;5.798
17.01.2019;07:30:00;0.3;0.347;0.784;6.271;5.297
17.01.2019;08:00:00;0.573;0.348;0.776;6.674;5.708
17.01.2019;08:30:00;0.369;0.344;0.756;6.785;5.61
17.01.2019;09:00:00;0.272;0.346;0.76;6.664;6.515
17.01.2019;09:30:00;0.358;0.345;0.754;7.385;7.612
17.01.2019;10:00:00;0.351;0.341;0.751;9.108;8.545
17.01.2019;10:30:00;0.438;0.247;0.751;9.034;8.599
17.01.2019;11:00:00;0.472;0;0.754;9.199;8.019
17.01.2019;11:30:00;0.557;0;0.745;9.4;7.839
17.01.2019;12:00:00;0.473;0;0.745;7.988;8.172
17.01.2019;12:30:00;0.593;0.001;0.745;8.897;8.274
17.01.2019;13:00:00;0.438;0;0.685;9.301;8.472
17.01.2019;13:30:00;0.527;0;0.671;8.594;9.149
17.01.2019;14:00:00;0.595;0;0.679;9.02;8.096
17.01.2019;14:30:00;0.404;0;0.677;8.386;7.847
17.01.2019;15:00:00;0.342;0;0.685;9.173;8.01
17.01.2019;15:30:00;0.289;0;0.678;10.885;8.43
17.01.2019;16:00:00;0.356;0.178;0.678;10.052;8.048
17.01.2019;16:30:00;0.228;0.345;0.684;9.405;9.235
17.01.2019;17:00:00;0.266;0.347;0.702;12.537;9.665
17.01.2019;17:30:00;0.272;0.336;0.669;12.213;9.935
17.01.2019;18:00:00;0.282;0.345;0.758;11.534;11.263
17.01.2019;18:30:00;0.199;0.346;0.796;14.332;13.454
17.01.2019;19:00:00;0.319;0.348;0.804;15.241;14.223
17.01.2019;19:30:00;0.474;0.347;0.803;14.348;14.53
17.01.2019;20:00:00;0.33;0.343;0.804;13.86;12.699
17.01.2019;20:30:00;0.453;0.336;0.799;14.478;13.485
17.01.2019;21:00:00;0.549;0.336;0.803;13.762;13.797
17.01.2019;21:30:00;0.392;0.332;0.795;14.723;13.323
17.01.2019;22:00:00;0.495;0.337;0.789;12.659;13.773
17.01.2019;22:30:00;0.367;0.341;0.794;11.935;13.753
17.01.2019;23:00:00;0.252;0.343;0.807;11.122;12.802
17.01.2019;23:30:00;0.242;0.345;0.802;10.454;11.532
18.01.2019;00:00:00;0.287;0.35;0.806;9.802;9.703
18.01.2019;00:30:00;0.294;0.353;0.807;8.318;8.241
18.01.2019;01:00:00;0.198;0.353;0.821;7.307;7.492
18.01.2019;01:30:00;0.201;0.357;0.824;6.354;7.339
18.01.2019;02:00:00;0.203;0.355;0.824;6.378;7.624
18.01.2019;02:30:00;0.192;0.357;0.831;5.772;6.019
18.01.2019;03:00:00;0.2;0.357;0.829;5.116;5.619
18.01.2019;03:30:00;0.191;0.354;0.82;4.83;5.324
18.01.2019;04:00:00;0.213;0.354;0.823;4.105;5.244
18.01.2019;04:30:00;0.212;0.356;0.834;4.033;5.499
18.01.2019;05:00:00;0.165;0.355;0.843;4.077;5.168
18.01.2019;05:30:00;0.165;0.358;0.843;4.613;4.945
18.01.2019;06:00:00;0.248;0.355;0.839;5.095;5.48
18.01.2019;06:30:00;0.21;0.352;0.83;4.928;5.512
18.01.2019;07:00:00;0.164;0.354;0.834;4.749;4.907
18.01.2019;07:30:00;0.215;0.355;0.824;4.918;5.577
18.01.2019;08:00:00;0.186;0.355;0.824;5.471;5.991
18.01.2019;08:30:00;0.269;0.353;0.826;6.941;6.758
18.01.2019;09:00:00;0.264;0.353;0.831;7.535;8.068
18.01.2019;09:30:00;0.353;0.253;0.781;9.201;7.226
18.01.2019;10:00:00;0.306;0.185;0.755;9.736;8.088
18.01.2019;10:30:00;0.379;0.014;0.767;10.271;9.846
18.01.2019;11:00:00;0.271;0;0.769;9.976;8.584
18.01.2019;11:30:00;0.423;0.024;0.766;9.716;10.362
18.01.2019;12:00:00;0.417;0.005;0.763;11.014;9.279
18.01.2019;12:30:00;0.397;0;0.76;11.463;8.626
18.01.2019;13:00:00;0.606;0;0.748;10.845;9.321
18.01.2019;13:30:00;0.516;0;0.75;11.075;9.397
18.01.2019;14:00:00;0.645;0;0.751;9.622;9.222
18.01.2019;14:30:00;0.601;0;0.752;9.998;10.161
18.01.2019;15:00:00;0.501;0;0.749;11.398;10.339
